Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/23/2015,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,VA,23227,,Consent not provided,Web,11/23/2015,Closed with explanation,Yes,No,1668815
03/31/2017,Debt collection,,Company believes it acted appropriately as authorized by contract or law,"Eastern Account Systems of Connecticut, Inc.",PA,19027,,,Postal mail,04/03/2017,Closed with explanation,Yes,No,2414267
04/22/2013,Bank account or service,,,E*TRADE BANK,HI,96817,,,Postal mail,06/03/2013,Closed with non-monetary relief,No,No,387500
10/30/2014,Credit reporting,,,Experian Information Solutions Inc.,NY,14206,,,Web,10/30/2014,Closed with monetary relief,Yes,Yes,1094432
09/22/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NM,87507,,Consent not provided,Web,09/22/2018,Closed with explanation,Yes,,3026630
01/26/2019,"Credit reporting, credit repair services, or other personal consumer reports","Re : Report # XXXX for XX/XX/XXXX Re : XXXX XXXX : XXXX ATTENTION : EXPERIAN DISPUTE DEPARTMENT With all of these inaccuracies how were you able to verify this account XXXX XXXX : XXXX? How are you able to insert the comment meets requirement of the Fair Credit Reporting Act when clearly this listed account has several inaccuracies. It is the duty of Experain to complete a thorough and independent investigation and not just minic what the creditor have listed on all accounts on each credit file. 

I have never done business with XXXX XXXX yet Experian lists an open date of XX/XX/XXXX. How is this possible? How is this accurate? 

If I have never done business with XXXX XXXX how does Experian list a reported term of 1 month? How is this possible? How is that accurate? 

There should not be a credit limit on a collection account yet Experian lists a credit limit of {$700.00}. How is that accurate? 

There should be no late payments on collections account yet Experian lists a late payments status since XX/XX/XXXX. How is that accurate? 

There should be no past due amounts on a collection account yet Experian lists a past due amount of {$390.00}. How is that accurate? 

This account was disputed on XX/XX/XXXX yet the date of status AFTER Experains investigation remains as XX/XX/XXXX. How is that possible? Was there even an investigation performed? Failure to investigate is a VIOLATION!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,923XX,,Consent provided,Web,01/26/2019,Closed with explanation,Yes,,3133991
05/17/2012,Bank account or service,,,"CITIZENS FINANCIAL GROUP, INC.",MA,01545,,,Web,05/18/2012,Closed without relief,Yes,No,81313
06/20/2012,Credit card,,,U.S. BANCORP,MN,55426,,,Web,06/21/2012,Closed with monetary relief,Yes,No,104806
06/17/2013,Bank account or service,,,BB&T CORPORATION,VA,230XX,,,Referral,06/18/2013,Closed with explanation,Yes,No,435425
01/05/2019,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,MD,20745,,Consent not provided,Web,01/05/2019,Closed with non-monetary relief,Yes,,3117212
05/13/2014,Credit card,,,BARCLAYS BANK DELAWARE,NY,11727,,,Postal mail,05/15/2014,Closed with explanation,Yes,No,850692
11/21/2014,Debt collection,,,"PMAB,LLC",SC,29615,,,Web,11/26/2014,Closed with explanation,Yes,No,1132652
11/17/2018,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"The Outsource Group, Inc",MO,641XX,,Consent not provided,Web,11/17/2018,Closed with explanation,Yes,,3078407
04/18/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NC,282XX,,Consent not provided,Web,04/18/2018,Closed with explanation,Yes,,2878779
06/03/2013,Mortgage,,,"SELECT PORTFOLIO SERVICING, INC.",CA,90710,,,Referral,06/04/2013,Closed with explanation,Yes,No,422201
11/07/2012,Credit card,,,"CITIBANK, N.A.",FL,321XX,,,Referral,11/08/2012,Closed with explanation,Yes,No,185810
08/17/2012,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,CO,80206,,,Web,08/20/2012,Closed with explanation,Yes,Yes,137750
04/04/2013,Credit reporting,,,"EQUIFAX, INC.",GA,303XX,Older American,,Phone,04/15/2013,Closed with non-monetary relief,Yes,Yes,374495
12/05/2016,Credit reporting,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NM,88001,"Older American, Servicemember",,Phone,12/08/2016,Closed with non-monetary relief,Yes,No,2235314
03/18/2017,Student loan,I am a single dad and im in over my head with bills. I have set up a XXXX dollar a month payment plan with Navient but thats not paying off the interest and my loan keeps growing. This dose n't seem right. I feel like Navient has found a way to make a profit out of me and in the mean time my loan continues to grow. I called them and asked them can they please somehow decrease my loan from increasing and they basically said to bad so sad. Please help,,"Navient Solutions, LLC.",FL,336XX,,Consent provided,Web,03/18/2017,Closed with explanation,Yes,No,2393736
06/07/2016,Debt collection,,,"URS Holding, LLC",MI,49424,Older American,Consent not provided,Web,06/07/2016,Closed with explanation,Yes,No,1957883
09/26/2012,Bank account or service,,,WELLS FARGO & COMPANY,FL,33025,,,Referral,02/28/2013,Closed with explanation,Yes,No,158918
03/20/2013,Mortgage,,,WELLS FARGO & COMPANY,AZ,85203,,,Web,03/20/2013,Closed with explanation,Yes,Yes,360559
02/18/2015,Credit card,,,DISCOVER BANK,NY,13210,,,Web,02/18/2015,Closed with explanation,Yes,No,1244515
07/30/2016,Consumer Loan,,,United PanAm Financial Corp.,CO,80047,,Consent not provided,Web,08/03/2016,Closed with non-monetary relief,Yes,No,2038560
06/21/2018,Credit card or prepaid card,"On XX/XX/XXXX, There was a credit card opened in my name through the XXXX XXXX XXXX in XXXX. This is for a timeshare. I canceled the timeshare contract within the right of rescission period. Mailing all documents, certified mail to XXXX XXXX in XXXX. I was credited for the majority of the charges, minus {$95.00} for 'promotional materials '. I did not know i had to return any promotional materials as this was never discussed nor verified in any materials. After 60 days,, XX/XX/XXXX, Bank of American re-billed the credit card account for the disputed {$95.00}. Stating that I would need to dispute the charge by providing any additional information by XX/XX/XXXX. I did not receive the document until XX/XX/XXXX. At that time, I called and told them I will mail back any promotional materials I received, as I was not allowed by XXXX XXXX to Return the promotional material to their local location, instead having to mail it to their office at XXXX XXXX   XXXX, ATTN : XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX. 
I returned the promotional material via certified mail which they received as of XX/XX/XXXX. I have a copy of the return receipt as well as the letter I sent to the company requesting refund of the {$95.00}. I was in contact with Bank of America during this process and they said via their customer service that as long as i have a tracking number for the returned promotional items, that they would notate the account. I attempted to provide this to their employees and they transferred me to their Merchant Dispute Department on XX/XX/XXXX at XXXX. I explained I did not receive their letter until well after the 'closing date ' of their final dispute and they stated, it was electronically sent, I do not have this listed in their Bank of American Application and told them so. They said there's nothing else they will do for me as the time-frames have passed. I was told this by their 'manager/supervisor ' XXXX XXXX in Employee Billing. XXXX XXXX, XXXX. I would like for the CFPB to review this claim and I can provide details as to the certified mail for both the initial right of rescission as well as the return of any promotional materials.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MO,658XX,,Consent provided,Web,06/21/2018,Closed with monetary relief,Yes,,2942589
07/22/2016,Student loan,,,"Navient Solutions, LLC.",FL,322XX,,Consent not provided,Web,08/05/2016,Closed with explanation,Yes,No,2024986
10/23/2012,Credit card,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,217XX,,,Web,10/24/2012,Closed with explanation,Yes,Yes,176723
11/01/2013,Bank account or service,,,"SANTANDER BANK, NATIONAL ASSOCIATION",PA,19320,,,Referral,11/05/2013,Closed,Yes,No,582992
09/18/2017,"Credit reporting, credit repair services, or other personal consumer reports","In XX/XX/XXXX and XX/XX/XXXX my husband ( we have since divorced ) did not pay his XXXX XXXX Income taxes. When I discovered in XX/XX/XXXX that they had gone unpaid and two tax liens had been filed jointly against us I called the XXXX XXXX XXXX XXXX to go on a payment plan. In XX/XX/XXXX both liens were satisfied and marked paid, satisfied and cancelled. This was also officially recorded with the Clerk of Superior Court. 

Following my Divorce in XX/XX/XXXX I wrote all 3 CRA 's with supporting documentation to request that the liens still remaining on my reports be removed. I was instructed to contact the State of XXXX directly in order to do so. However, XXXX XXXX XXXX XXXX informed me the Department has no control over what public information a credit bureau chooses to keep or report. Furthermore, although the liens had officially been withdrawn the Department does not report the recording of state tax liens to any such agencies and therefore has no responsibility to instruct a CRA to alter any derogatory reports even if they remain in error.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,,,Consent provided,Web,09/18/2017,Closed with non-monetary relief,Yes,,2677508
09/12/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,328XX,,Consent not provided,Web,09/12/2018,Closed with explanation,Yes,,3016943
08/16/2017,Debt collection,"After viewing a copy of my credit report, l noticed a collection account placed on my credit report from you in 2016. I am requesting that you allow me to validate the alleged debt. I am unaware of any outstanding medical bills that l possess, and I am seeking the name and hospital/medical provider to which l owe the debt and a detailed breakdown of the fees that I owe. Additionally, I am allowed under the Health Insurance Portability and Accountability Act ( HIPAA ) to protect my privacy and medical records from third parties. I did not give permission to any of my current or prior medical providers to release any of my medical information to a third party. I am aware that the HIPAA does allows the release of limited information about me but anything more is to only be revealed with the patient 's authorization. Therefore, my request is twofold-validation of debt and HIPAA authorization. Please provide breakdown of fees including any collection costs and medical charges. Provide a copy of my signature with the provider of service to release my medical information to you. Cease any credit bureau reporting until the debt has been validated by me. Please accept this letter as my formal debt validation request, which l am allowed under the FDCPA. Please note that withholding the information you received from any medical provider in an attempt to be HIPAA compliant can be a violation of the FDCPA because you will be deceiving me after my written request. I request full documentation of what you received from the provider of service in connection with this alleged debt. Additionally, any reporting of this debt to the credit bureaus prior to allowing me to validate it is a violation of the Fair Credit Reporting Act, which can allow me to seek damages from a collection agency. I will await your reply with above requested proof.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WAKEFIELD & ASSOCIATES, INC.",GA,302XX,,Consent provided,Web,08/16/2017,Closed with explanation,Yes,,2604774
03/23/2017,Credit card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,SD,570XX,,Consent not provided,Web,03/23/2017,Closed with explanation,Yes,No,2401723
05/16/2016,Consumer Loan,,Company disputes the facts presented in the complaint,"Credit Central Holdings, LLC",SC,293XX,,Consent not provided,Web,05/16/2016,Closed with explanation,Yes,No,1927138
10/03/2012,Credit card,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",SC,290XX,,,Web,10/04/2012,Closed with explanation,Yes,No,165272
11/01/2018,Student loan,"XX/XX/XXXX : I was able to pay a pass due amount of {$69.00} but the monthly payment of {$130.00} is not doable since I am paying other private loans through them monthly of {$260.00} which soon will increase in XX/XX/XXXX. This amount is drafted every month on the XX/XX/XXXX. I would be paying close to {$400.00} a month, money I don't have after all my bills are paid. I tried to speak to them if they were able to place the loan under the same low-reduction program but they stated they could because of the type of loan. I asked them what type of loan it was and the rep stated it was a class loan. I told her I was never told of a class loan when I was being helped by the financial staff at the school. All they stated was I will be getting Private loans and Federal loans. Very general terminology of what the loans where. The rep in turn stated pretty much they didn't have to place me in any type of program when it came to private loans, they can just terminate the program period. I told her, all I was trying to do was to be able to pay my loans and be in good standing. I am trying to avoid non-payments because I cant pay all they are asking of me. I want to come to a middle ground with them where we both benefit from it.",,"Navient Solutions, LLC.",TX,785XX,,Consent provided,Web,11/01/2018,Closed with explanation,Yes,,3062676
01/22/2016,Mortgage,,,NATIONSTAR MORTGAGE,NY,11701,,Consent not provided,Web,01/22/2016,Closed with explanation,Yes,Yes,1754486
04/07/2012,Mortgage,,,BB&T CORPORATION,MO,650XX,,,Web,04/10/2012,Closed without relief,Yes,No,44869
07/16/2014,Debt collection,,,SYNCHRONY FINANCIAL,FL,33014,,,Web,07/16/2014,Closed with non-monetary relief,Yes,No,939359
02/01/2019,Credit card or prepaid card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,20903,,Consent not provided,Web,02/01/2019,Closed with explanation,Yes,,3139581
11/30/2015,Debt collection,,,"Convergent Resources, Inc.",FL,33430,,,Postal mail,12/04/2015,Closed with explanation,Yes,No,1675652
12/06/2018,Debt collection,,,ENCORE CAPITAL GROUP INC.,TN,37865,,,Postal mail,12/06/2018,Closed with explanation,Yes,,3093370
01/16/2018,Debt collection,,Company believes the complaint is the result of a misunderstanding,Weinberg Mediation Group LLC,TX,754XX,Servicemember,Consent not provided,Web,01/16/2018,Closed with explanation,No,,2783269
11/11/2013,Mortgage,,,WELLS FARGO & COMPANY,NJ,08901,,,Web,11/11/2013,Closed with explanation,Yes,Yes,593055
01/22/2016,Student loan,,,AES/PHEAA,PA,194XX,,Consent not provided,Web,01/22/2016,Closed with explanation,Yes,Yes,1754374
08/17/2018,"Money transfer, virtual currency, or money service","i sent XXXX to my friend in XXXX. it was to be an instant transfer and the paypal website said my friend was to receive the full XXXX it turned out that after i paid paypal said it would be a 4 day hold and charged the recipient XXXX. THE XXXX FEE-CHARGE WAS NOT DISCLOSED. THE 4 DAY HOLD WAS NOT DISCLOSED. 

THE RECEIPT CONFIRMATION FROM PAYPAL SAYS NO FEES.",,PAYPAL HOLDINGS INC.,NJ,,,Consent provided,Web,08/17/2018,Closed with explanation,Yes,,2994206
03/02/2017,Credit card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,10583,,,Referral,03/06/2017,Closed with monetary relief,Yes,No,2368294
05/11/2012,Mortgage,,,JPMORGAN CHASE & CO.,MI,04282,,,Referral,05/16/2012,Closed with explanation,Yes,No,81670
08/05/2016,Debt collection,"None of your examples fit my inquiry so I just tried to choose something similar. I was sued like many individuals for an alleged credit card debt and received an ABSTRACT JUDGMENT I in XXXX 2011 by XXXX via attorney XXXX XXXX XXXX. In Texas a Homestead is exempt from an AJ, However the AJ does not reflect this on the document. I started to look into selling my home and learned that I would be expected by research into title companies to pay off the AJ as it allegedly clouds the title. AS Texas law is specific this is excluded. There are hundreds of AJ issued by this financial institution but also others such as XXXX XXXX, XXXX, XXXX, XXXX are just a few. The one commonality is that none denote in the AJ that the homestead is excluded. If any of these or other financial institutions have recovered the alleged debt by means of the Texas Homestead exemption in my opinion have potentially and currently could be still collecting under the guise of clearing an alleged debt which is know to be in Texas. Yes many have and continue to receive these AJ. I believe that these institutions along with their lawyers need to issue corrected AJ which states clearly that a Texas Homestead is excluded. I also believe that it needs to be investigated as to collection on any release in the time filed as aaaaan AJ carries a timeline of 10 years and can be renewed for another 10 years. So the statue of limitations should still be valid and the institutions that have collected should feel penalties and reimburse any party that they gave the impression is owed through their homestead by misrepresentation. I realize that Texas is a large state but the law is specific",,"Moss Law Firm, P.C.",TX,774XX,Older American,Consent provided,Web,09/08/2016,Closed,Yes,No,2048077
07/20/2017,Debt collection,"I ordered on line a 48 '' TV set from Walmart for {$400.00}. The first week of XXXX. Notified it would be delivered XXXX XXXX. Arrived XXXX XXXX by XXXX badly damaged. I notified Walmart and they arranged for XXXX to pick it up XXXX XXXX. I had no shipping label so they would not take it. Meanwhile, I went to Walmart and bought another TV. For the past two months, I have tried to make a return. I have chatted 6 to7 times with Walmart reps. I called their customer service rep. three times. All assured me that it would be taken care of. Today I received an email that it has been over 90 days since I received the TV and they are re-billing my credit card for XXXX. The main problem is that I do not have the right equipment to print out a shipping label. The answer to that was at least three reps. on chat said they would send me one. The last chat the supervisor told me a private shipping company would pick it up as they do n't mail out shipping labels. As of today that has not happened. We are seniors, live in a mobile home park and leaving XXXX XXXX to celebrate XXXX years of marriage with family in Ga. Will be gone near three weeks. Without help from Walmart the TV will still be here and we have to pay {$400.00}. It can not be returned to a store and my husband being XXXX I am unable to handle it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,FL,,"Older American, Servicemember",Consent provided,Web,07/20/2017,Closed with explanation,Yes,,2580409
05/08/2018,Debt collection,,,"RentDebt Automated Collections, LLC",TX,761XX,,Consent not provided,Web,05/08/2018,Closed with explanation,Yes,,2900147
04/02/2014,Credit card,,,PORTFOLIO RECOVERY ASSOCIATES INC,CA,92243,,,Web,04/06/2014,Closed with non-monetary relief,Yes,No,790741
11/06/2016,Credit reporting,"THIS IS A COMPLAINT AGAINST Equifax ( DEPARTMENT OF FRAUD ) THIS AGENCY CREDIT NOT COMPLY WITH FEDERAL LAW OF FAIR CREDIT WHEN IS VICTIM OF IDENTITY THEFT, like me, on several occasions HE SENT THE REPORT OF POLICE AND YET ACCOUNTS REMAIN IN MY REPORT MY WAY AFFECT OF NEGATIVE CREDIT PROFILE AND XXXX A pOLICE REPORT THAT WERE WITH BILLS XXXX FRAUDULENT AND WITHOUT MY PERMISSION. HOWEVER THIS DEPARTMENT OF FRAUD AND DISPUTES LAW FAILS IN BLOCKING AND ELIMINATE THESE BILLS WHEN IS VICTIM OF IDENTITY THEFT. It is for this reason that I GO TO CONSUMER PROTECTION BUREAU finace, DUE TO NORMAL BY DIRECT CONTACT NO WAY HE HAD EXPECTED ANSWERS AND THE RIGHT AS TO COMPLY WITH SECTION XXXX OF THE FEDERAL LAW SECTION OF FAIR CREDIT. These accounts are : XXXX XXXX I XXXX XXXX. # Account Number : XXXX.",,"EQUIFAX, INC.",FL,331XX,,Consent provided,Web,11/06/2016,Closed with explanation,Yes,No,2197912
05/18/2017,Student loan,,Company believes it acted appropriately as authorized by contract or law,GREAT LAKES,AZ,85209,,Consent not provided,Web,05/18/2017,Closed with explanation,Yes,,2488339
12/01/2016,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,NC,27616,,,Referral,12/01/2016,Closed with explanation,Yes,No,2231128
02/27/2013,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92602,,,Web,08/16/2013,Closed with explanation,Yes,No,336430
07/08/2014,Debt collection,,,ENCORE CAPITAL GROUP INC.,DC,20011,,,Web,07/08/2014,Closed with non-monetary relief,Yes,No,928528
09/24/2016,Debt collection,I do not how I have a debt with XXXX when I still and always had a continuous account with XXXX I have disputed this account and no one seems to get it,Company believes it acted appropriately as authorized by contract or law,"Stellar Recovery, Inc.",MT,591XX,,Consent provided,Web,09/24/2016,Closed with explanation,Yes,No,2130340
08/12/2014,Debt collection,,,"Fein, Such, Kahn & Shepard, P.C.",MD,21218,Servicemember,,Web,08/12/2014,Closed with explanation,Yes,No,979336
11/22/2018,"Credit reporting, credit repair services, or other personal consumer reports","I disputed my bankruptcy after receiving a letter from the courts stating that they do not share nor verify bankruptcies with third parties like credit reporting agencies as XXXX, Equifax, and XXXX Each dispute came back verified. I called and spoke with someone asked who did they verify the bankruptcy with and each bureau said the court where it was filed. Which is untrue",,"EQUIFAX, INC.",OH,436XX,,Consent provided,Web,11/22/2018,Closed with explanation,Yes,,3081145
02/17/2012,Mortgage,,,WELLS FARGO & COMPANY,MD,20770,,,Web,02/23/2012,Closed without relief,Yes,Yes,24789
05/27/2015,Debt collection,"I received a call from XXXX with Midway Resolution LLC ( XXXX ) in XXXX indicating the failure to pay and they were proceeding with necessary court documents. I spoke with XXXX and stated I had no idea of what he was referring to and he claimed it was a debt with XXXX (? ). I explained that I dont know of this company and asked for a verification of the debt. he said he would provide and would send to my email address which they had on file. Never received the verification of debt and no follow up call. In XXXX, I received a call from Midway and I call back explaining my situation. I asked for a Verification of Debt and the person whom I spoke with refused to provide. He started stating that I am just using the verification of debt to file a identity complaint or why do I need the verification of debt if I am saying I dont owe it? Newsflash -- my name is on this account and I want to know what I am subjected to. I hung up after I asked 5 times within the course of the 10 minute conversation for the verification of debt and he wouldnt provide. They called back on XXXX and left a threathening message saying that I have failed to comply and they are taking legal actions against me. The address they have on file is an address where I Havent lived in 5 years and I explained that to them. They also indicated they have sent many letters to the address on file and that the letters were never returned and basically, I had my chance and I blew it. Basically -- they dont want to provide me the Verification of Debt, so until provided, I wont proceed with their wishes.",,Midway Resolution Services LLC,CA,926XX,,Consent provided,Web,05/29/2015,Untimely response,No,No,1393365
10/12/2012,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,VA,223XX,,,Referral,10/12/2012,Closed with explanation,Yes,No,170891
10/05/2016,Credit reporting,"I pulled my credit report, and there are XXXX inquiries, of which I did not make. I sent a letter by fax asking hat they be removed, and I also called Experian directly and spoke with XXXX. He said that I would have to have a letter from each company stating that I did not request these inquiries to have them removed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,UT,840XX,,Consent provided,Web,10/05/2016,Closed with explanation,Yes,No,2146730
02/14/2013,Bank account or service,,,"SANTANDER BANK, NATIONAL ASSOCIATION",NJ,07304,,,Phone,02/14/2013,Closed with monetary relief,Yes,No,316706
12/02/2015,Debt collection,,,"National Credit Adjusters, LLC",TX,77320,,Consent not provided,Web,12/02/2015,Closed with explanation,Yes,No,1679997
11/25/2015,Mortgage,,Company believes it acted appropriately as authorized by contract or law,"CARRINGTON MORTGAGE SERVICES, LLC",TX,77705,,,Referral,12/02/2015,Closed with explanation,Yes,No,1672382
04/26/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,303XX,,Consent not provided,Web,04/26/2018,Closed with non-monetary relief,Yes,,2888825
06/20/2015,Mortgage,"XXXX, and its law firm XXXX ( now known as XXXX ) in 2007, filed a foreclosure complaint, verification and attachments based on false, misleading, deceptive, forged signatures of attorneys, signed by non-staff employees in the authorized practice of law ( which is a crime in Pennsylvania ) to proceed in foreclosures, including foreclosures of my properties. The bank and its law firm at the time, knowingly and intentionally authorized non-attorney staff to prepare, verify and sign the attorneys ' names without any review by a legal competent attorney at the firm. These non-attorneys signed writs of execution, false notary witness and verification of assignment of mortgage and other pertinent legal documents used to litigate the foreclosure in the courts. This deception was recently discovered and upon review of the complaint, verification, assignment and other documents, I became aware of the scheme to defraud me of my property, through an illegal and improper foreclosure. In a deposition of all the partners of the law firm, they admitted that they never prepared, reviewed, verified or signed the complaint at any time, neither at the commencement or throughout the proceeding. The law firm and XXXX XXXX are debt collector in violation of the FDCPA, various Federal and Pennsylvania statues when the illegal foreclosure was filed into the court, thereby perpetrating fraud on the court. XXXX claimed legal interest by assignment, but did not have an assignment until after a default judgment was entered. Still no proof of evidence as to the legal standing of XXXX XXXX ( debt collector ) as the debt was in default at the time of its alleged assignment of mortgage, which is questionable. Documents including the assignment has forged signature of attorneys as well. Due to this deceptive and unconscionable act, any judgment obtained illegally is void. I have attached a full complaint and other documents providing the sworn deposition and testimony of the attorneys, their admissions, documented evidence of their admissions with exhibits of forged signatures in my foreclosures, as well others filed and recorded into the Pennsylvania courts.",,OCWEN LOAN SERVICING LLC,GA,300XX,,Consent provided,Web,06/26/2015,Closed with explanation,Yes,Yes,1428859
03/22/2019,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",NC,282XX,,,Web,03/22/2019,In progress,Yes,,3188117
07/02/2018,"Credit reporting, credit repair services, or other personal consumer reports",I filed a dispute with a inquiry about a discovery checking my credit without my consent and I have never requested a credit card from discovery. I get emails about my dispute being resolved but every time I try to assess that information its saying I'm putting the wrong information into the boxes. I called the dispute department and they put me on hold for over an hour and I have to return from my lunch break while at work. Its a real inconvenience for me to keep trying to get the results for my dispute.,,DISCOVER BANK,KS,,,Consent provided,Web,07/02/2018,Closed with explanation,Yes,,2951122
02/03/2016,Consumer Loan,,,SANTANDER CONSUMER USA HOLDINGS INC.,TN,38027,,Consent not provided,Web,02/03/2016,Closed with explanation,Yes,No,1768322
02/10/2018,"Money transfer, virtual currency, or money service","On XX/XX/18 I was attempting to purchase bulls tickets. The seller said he used XXXX. After seeing that XXXX was linked with Chase, I figured it was a safe way to handle the transaction. I sent {$160.00} using XXXX. However I didn't receive the tickets, and the seller stopped responding. Approx and hour later I contacted chase to get my money back. However the representative was extremely rude and unwilling to help.",,JPMORGAN CHASE & CO.,IL,,,Consent provided,Web,02/10/2018,Closed with explanation,Yes,,2810014
01/11/2016,Debt collection,,Company believes it acted appropriately as authorized by contract or law,"ATG Credit, LLC",CA,934XX,,Consent not provided,Web,01/11/2016,Closed with explanation,Yes,No,1737591
03/18/2017,Mortgage,,,"Fay Servicing, LLC",CA,92065,,Consent not provided,Web,03/18/2017,Closed with explanation,Yes,No,2393664
10/10/2017,"Credit reporting, credit repair services, or other personal consumer reports",,,"NELNET, INC.",MD,20770,Servicemember,Consent not provided,Web,10/10/2017,Closed with explanation,Yes,,2696643
07/27/2012,Bank account or service,,,WELLS FARGO & COMPANY,MN,554XX,,,Web,08/01/2012,Closed with explanation,Yes,Yes,126008
05/30/2014,Mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",GA,30349,,,Referral,06/04/2014,Closed with explanation,Yes,No,874254
06/13/2012,Mortgage,,,"CIT BANK, NATIONAL ASSOCIATION",MD,21042,,,Referral,06/16/2012,Closed with explanation,No,No,100417
12/14/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,48120,,,Postal mail,12/14/2018,Closed with explanation,Yes,,3100579
08/17/2014,Debt collection,,,SYNCHRONY FINANCIAL,CO,80013,,,Web,08/17/2014,Closed with explanation,Yes,No,987790
03/02/2018,Student loan,"In XX/XX/XXXX my student loans were consolidated into FFEL Consolidation loans by  XXXX, which later changed to Navient. I first learned about the Public Service Loan Forgiveness program around XX/XX/XXXX. When I contacted Navient to inquire about this program. I was advised that it was not necessary to refinance my loans. 

I recently submitted my application for the PSLF program and was informed that my FFEL loans are not eligible after all and the 10+ years of payments I have made to Navient do not count towards my loan forgiveness.",,"Navient Solutions, LLC.",WA,,,Consent provided,Web,03/02/2018,Closed with explanation,Yes,,2831670
08/12/2018,Credit card or prepaid card,I ordered and received 3 pair of shorts from XXXX on or about XX/XX/2018. I returned all 3 pair  in same pkg on XX/XX/2018 prior to receiving my statement. When I received my statement I noticed a late payment fee so called on XX/XX/XXXX and spoke with several customer service representatives and was told they would waive the late fees and I only had to pay {$9.00} to pay balance which was for shipping label I used to return the shorts. I paid it that night and have received another statement for late payment from XXXX. Apparently the 3rd pair of shorts was never credited. I emailed customer service on line and was told they only showed credit for 2 pair! This is obviously an error on XXXX or XXXX part. I am disputing the balance! {$9.00} plus late fees. Bringing balance to {$34.00}!!! Also XXXX reported late payment to credit reporting agencies which has affected my credit score. I reported dispute to them as well.,,Alliance Data Card Services,NH,,Older American,Consent provided,Web,08/12/2018,Closed with monetary relief,Yes,,2989142
08/09/2016,Mortgage,,,NATIONSTAR MORTGAGE,CA,92835,,,Postal mail,08/11/2016,Closed with explanation,Yes,No,2054689
04/08/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,38016,,Consent not provided,Web,04/08/2018,Closed with explanation,Yes,,2867769
04/16/2019,"Payday loan, title loan, or personal loan",,,"LCO Financial Services, LLC",MD,208XX,,,Web,04/17/2019,In progress,Yes,,3213373
03/11/2019,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",FL,,,Other,Web,03/11/2019,Closed with non-monetary relief,Yes,,3175918
02/05/2015,Debt collection,,,"Delta Management Associates, Inc.",MI,483XX,,,Web,02/05/2015,Closed with explanation,Yes,No,1225877
09/02/2017,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Medical Data Systems, Inc.",FL,344XX,,Consent not provided,Web,09/02/2017,Closed with explanation,Yes,,2656943
